Source,Target
0486258378,4805313935
0486258378,0804841918
B074S4VVSB,B0749MFHBY
B074S4VVSB,B074RZC1PP
B074S4VVSB,B075GG81PF
B074S4VVSB,B075GHY9H2
B074S4VVSB,B00B9DR456
B074S4VVSB,B07SQJGCDM
6059192793,0857835378
6059192793,0399578374
6059192793,1782214747
6059192793,0804843120
6059192793,1911127101
6059192793,1589238982
B074RZC1PP,B0749MFHBY
B074RZC1PP,B006HWTVB4
B074RZC1PP,B00B9DR456
B074RZC1PP,B07ZJCQ93G
B074RZC1PP,B074S4VVSB
B074RZC1PP,B07SQJGCDM
B07SQJGCDM,B0749MFHBY
B07SQJGCDM,B006HWTVB4
B07SQJGCDM,B00B9DR456
B07SQJGCDM,B07ZJCQ93G
B07SQJGCDM,B074S4VVSB
B07SQJGCDM,B07SQJGCDM
0804848076,4805313935
0804848076,1782214747
0804848076,0804841918
0804848076,4805312629
0804848076,0486258378
0804848076,1911127101
080484190X,0804841918
080484190X,1782214747
080484190X,1782497951
080484190X,1589239539
080484190X,B01MSYN0ZJ
080484190X,1911127101
B006HWTVB4,B00B9DR456
B006HWTVB4,B0749MFHBY
B006HWTVB4,B079RMS9XH
B006HWTVB4,0804849358
B006HWTVB4,B01C56ZI3A
B006HWTVB4,B01MSYN0ZJ
1782494669,1782496335
1782494669,0486498190
1782494669,B01N3C4YKY
1782494669,1788002458
1782494669,1409581950
1782494669,0486272982
B07ZK9GXHH,B0749MFHBY
B07ZK9GXHH,B074RZC1PP
B07ZK9GXHH,B00B9DR456
B07ZK9GXHH,B00CNO07FE
B07ZK9GXHH,B074FRKC6Y
B07ZK9GXHH,B07ZJCQ93G
1782496335,1782494669
1782496335,0486498190
1782496335,1788002458
1782496335,1474956270
1782496335,1910232262
1782496335,0486477800
B01MSYN0ZJ,1782494669
B01MSYN0ZJ,0486498190
B01MSYN0ZJ,1788002458
B01MSYN0ZJ,1474956270
B01MSYN0ZJ,1910232262
B01MSYN0ZJ,0486477800
1474956270,0486498190
1474956270,1782496335
1474956270,1782494669
1474956270,1474941095
1474956270,1409581950
1474956270,0804847053
0804843120,1589238982
0804843120,6059192793
0804843120,0811713369
0804843120,1911127101
0804843120,0857835378
0804843120,0804841918
4805312629,0804848076
4805312629,0486258378
4805312629,0804841918
4805312629,4805313935
4805312629,1788002458
4805312629,1782214747
B074FRKC6Y,B0749MFHBY
B074FRKC6Y,B074RZC1PP
B074FRKC6Y,B074S4VVSB
B074FRKC6Y,B07SQJGCDM
B074FRKC6Y,B00CNO07FE
B074FRKC6Y,B006HWTVB4
0857835378,0399578374
0857835378,1984822373
0857835378,1617691003
0857835378,1784945447
0857835378,1452176930
0857835378,6059192793
B01C56ZI3A,B006HWTVB4
B01C56ZI3A,B079RMS9XH
B01C56ZI3A,B01MSYN0ZJ
B01C56ZI3A,B07ZQ1QXVD
B01C56ZI3A,B06XBGC4KZ
B01C56ZI3A,B004W5837Q
B079RMS9XH,B006HWTVB4
B079RMS9XH,B01MSYN0ZJ
B079RMS9XH,0804849358
B079RMS9XH,B07ZQ1QXVD
B079RMS9XH,B01C56ZI3A
B079RMS9XH,B004W5837Q
1910232262,0486498190
1910232262,1782496335
1910232262,0486477800
1910232262,1782494669
1910232262,0804847053
1910232262,1474956270
B075GHY9H2,B0749MFHBY
B075GHY9H2,B074S4VVSB
B075GHY9H2,B074RZC1PP
B075GHY9H2,B075GL7J6W
B075GHY9H2,B00B9DR456
B075GHY9H2,0804849358
0486477800,0486498190
0486477800,1782496335
0486477800,1589239539
0486477800,0804847053
0486477800,1910232262
0486477800,1782494669
B075GG81PF,B0749MFHBY
B075GG81PF,B074S4VVSB
B075GG81PF,B074RZC1PP
B075GG81PF,B075GL7J6W
B075GG81PF,B075GHY9H2
B075GG81PF,B00B9DR456
0804849358,B006HWTVB4
0804849358,0804851581
0804849358,0804850801
0804849358,0804850313
0804849358,B079RMS9XH
0804849358,0804849978
0399578374,1984822373
0399578374,0857835378
0399578374,B07BN33HB4
0399578374,B07C8YC5CB
0399578374,1784945447
0399578374,1624144470
1589238982,1631065904
1589238982,0804843120
1589238982,0811713369
1589238982,6059192793
1589238982,0804841918
1589238982,0804847045
B01N3C4YKY,B01CS964JG
B01N3C4YKY,B07VDCVN3T
B01N3C4YKY,0486272982
B01N3C4YKY,B0833TW1T6
B01N3C4YKY,1441311408
B01N3C4YKY,B000EX2OQG
